Real Women Have Curves,Patricia Cardoso,90,1/13/2002
Rear Window,Alfred Hitchcock,112,8/1/1954
Rebecca,Alfred Hitchcock,130,3/27/1940
Rebel Without a Cause,Nicholas Ray,111,10/27/1955
Red,Robert Schwentke,111,9/29/2010
Red Dawn,John Milius,114,8/10/1984
Red Desert,Michelangelo Antonioni,117,9/4/1964
Red Dragon,Brett Ratner,124,9/30/2002
Red Psalm,Miklós Jancsó,87,3/9/1972
Red River,Howard Hawks  Arthur Rosson,133,8/26/1948
Red Sorghum,Yimou Zhang,91,1987
Red Without Blue,Brooke Sebold  Benita Sills,74,1/19/2007
Reds,Warren Beatty,195,12/3/1981
Reefer Madness,Louis Gasnier,66,1936
Reign of Fire,Rob Bowman,101,7/9/2002
Reincarnated,Andy Capper,96,9/7/2012
Religulous,Larry Charles,101,8/1/2008
Rembrandt's J'Accuse,Peter Greenaway,86,10/4/2008
Remember the Titans,Boaz Yakin,113,9/23/2000
Rent,Chris Columbus,135,11/23/2005
Repo! The Genetic Opera,Darren Lynn Bousman,98,7/18/2008
Repulsion,Roman Polanski,105,1965-05
Requiem for a Dream,Darren Aronofsky,102,5/14/2000
Rescue Dawn,Werner Herzog,126,9/9/2006
Reservoir Dogs,Quentin Tarantino,99,1/21/1992
Resident Evil,Paul W.S. Anderson,100,3/12/2002
Respiro,Emanuele Crialese,95,5/18/2002
Restrepo,Tim Hetherington  Sebastian Junger,93,2010-01
Return to Me,Bonnie Hunt,115,4/7/2000
Revenge of the Pink Panther,Blake Edwards,99,7/13/1978
Reverón,Margot Benacerraf,23,
Reversal of Fortune,Barbet Schroeder,111,9/12/1990
Revolutionary Road,Sam Mendes,119,12/15/2008
Rhapsody in August,Akira Kurosawa,98,5/15/1991
Richard Pryor Live on the Sunset Strip,Joe Layton,82,3/12/1982
Ride Lonesome,Budd Boetticher,73,2/15/1959
Riders,Doug Sadler,95,4/21/2001
Ridicule,Patrice Leconte,102,5/9/1996
Riding in Cars with Boys,Penny Marshall,132,10/19/2001
Ring,Hideo Nakata,96,1/31/1998
Rio Bravo,Howard Hawks,141,3/18/1959
Rio Grande,John Ford,105,11/15/1950
RiP: A Remix Manifesto,Brett Gaylor,80,3/6/2009
Rise of the Planet of the Apes,Rupert Wyatt,105,8/3/2011
River's Edge,Tim Hunter,99,8/27/1986
Rivers and Tides: Andy Goldsworthy Working with Time,Thomas Riedelsheimer,90,4/27/2001
Road House,Rowdy Herrington,114,5/19/1989
Road to Perdition,Sam Mendes,117,7/12/2002
Road to Redemption,Robert Vernon,89,2/16/2001
Robin Hood,Wolfgang Reitherman,83,11/8/1973
Robin Hood,Ridley Scott,140,5/12/2010
RoboCop,Paul Verhoeven,103,
Robots,Chris Wedge  Carlos Saldanha,91,3/10/2005
Rocco and His Brothers,Luchino Visconti,177,9/6/1960
Rock School,Don Argott,93,2005-01
Rock Star,Stephen Herek,105,9/4/2001
Rock-A-Doodle,Don Bluth  Gary Goldman,77,8/2/1991
Rockers,Ted Bafaloukos,100,
Rocky,John G. Avildsen,119,11/21/1976
Rocky Balboa,Sylvester Stallone,102,12/20/2006
Rocky II,Sylvester Stallone,119,6/15/1979
Rocky III,Sylvester Stallone,99,5/28/1982
Rocky IV,Sylvester Stallone,91,11/21/1985
Rocky V,John G. Avildsen,104,11/16/1990
Roger & Me,Michael Moore,91,9/1/1989
Roger Dodger,Dylan Kidd,106,5/9/2002
Role Models,David Wain,99,10/22/2008
Roman Holiday,William Wyler,118,8/27/1953
Roman Polanski: Wanted and Desired,Marina Zenovich,99,
Romancing the Stone,Robert Zemeckis,106,3/30/1984
Rome  Open City,Roberto Rossellini,100,9/27/1945
Romper Stomper,Geoffrey Wright,94,9/16/1992
Room 237,Rodney Ascher,102,1/23/2012
Rope,Alfred Hitchcock,80,8/23/1948
Rosemary's Baby,Roman Polanski,136,6/12/1968
Roxanne,Fred Schepisi,107,6/19/1987
Rubin and Ed,Trent Harris,82,1991-08
Rudy,David Anspaugh,114,9/18/1993
Rules of Engagement,William Friedkin,128,3/31/2000
Run Lola Run,Tom Tykwer,81,8/20/1998
Run  Fatboy  Run,David Schwimmer,100,9/7/2007
Runaway Jury,Gary Fleder,127,10/9/2003
Rush,Ron Howard,123,9/27/2013
Rushmore,Wes Anderson,93,9/17/1998
Russian Ark,Aleksandr Sokurov,99,5/22/2002
S1m0ne,Andrew Niccol,117,8/23/2002
Sabotage,Alfred Hitchcock,76,12/2/1936
Safe,Todd Haynes,119,1995-01
Safe House,Daniel Espinosa,115,2/7/2012
SalÃ²  or the 120 Days of Sodom,Pier Paolo Pasolini,116,11/22/1975
Salaam Bombay!,Mira Nair,113,
Salt,Phillip Noyce,100,7/19/2010
Salt of the Earth,Herbert J. Biberman,94,3/14/1954
Salt of This Sea (Milh Hadha al-Bahr),Annemarie Jacir,109,
Salvador,Oliver Stone,122,2/28/1986
Samurai I: Musashi Miyamoto,Hiroshi Inagaki,93,9/26/1954
Samurai II: Duel at Ichijoji Temple,Hiroshi Inagaki,104,7/12/1955
Samurai III: Duel at Ganryu Island,Hiroshi Inagaki,105,1/1/1956
Sans Soleil,Chris. Marker,100,1983-02
Sansho the Bailiff,Kenji Mizoguchi,124,3/31/1954
Satantango,Béla Tarr,450,2/8/1994
Saturday Night and Sunday Morning,Karel Reisz,89,1960-11
Saturday Night Fever,John Badham,118,12/14/1977
Save the Green Planet!,Joon-Hwan Jang,118,4/4/2003
Saved!,Brian Dannelly,92,1/21/2004
Saving Private Ryan,Steven Spielberg,169,7/24/1998
Saw,James Wan,103,1/19/2004
Saw III,Darren Lynn Bousman,108,10/26/2006
Say Anything...,Cameron Crowe,100,4/14/1989
Scarface,Howard Hawks  Richard Rosson,93,3/31/1932
Scarface,Brian De Palma,170,12/1/1983
Scarlet Street,Fritz Lang,103,
Scary Movie 3,David Zucker,84,10/20/2003
Schindler's List,Steven Spielberg,195,11/30/1993
Scott Pilgrim vs. the World,Edgar Wright,112,
Scream,Wes Craven,111,12/18/1996
Scrolls to Screen: A Brief History of Anime,Josh Oreck,22,6/3/2003
Se7en,David Fincher,127,9/22/1995
Searching for Sugar Man,Malik Bendjelloul,86,1/19/2012
Searching for the Wrong-Eyed Jesus,Andrew Douglas,82,11/22/2003
Secondhand Lions,Tim McCanlies,111,9/5/2003
Seconds,John Frankenheimer,106,10/5/1966
Secret Beyond the Door...,Fritz Lang,99,12/29/1947
Secretariat,Randall Wallace,123,9/30/2010
Secrets & Lies,Mike Leigh,142,5/24/1996
See No Evil,Gregory Dark,84,5/19/2006
Senna,Asif Kapadia,106,10/7/2010
Senso,Luchino Visconti,118,9/3/1954
Serendipity,Peter Chelsom,90,9/13/2001
Serenity,Joss Whedon,119,8/22/2005
Sergeant York,Howard Hawks,134,7/2/1941
Sergio,Greg Barker,90,2009-01
Serpico,Sidney Lumet,130,12/5/1973
Seven Beauties,Lina Wertmüller,115,
Seven Brides for Seven Brothers,Stanley Donen,102,7/22/1954
Seven Chances,Buster Keaton,56,3/11/1925
Seven Pounds,Gabriele Muccino,123,12/19/2008
Seven Samurai,Akira Kurosawa,207,4/26/1954
Sex and the City,Michael Patrick King,145,5/12/2008
Sex Is Comedy,Catherine Breillat,94,
Sex  Lies  and Videotape,Steven Soderbergh,100,1/20/1989
Shadow of a Doubt,Alfred Hitchcock,108,1/12/1943
Shadow of the Vampire,E. Elias Merhige,92,5/15/2000
Shadows,John Cassavetes,81,11/11/1959
Shadows of Forgotten Ancestors,Sergei Parajanov,97,9/4/1965
Shadows of the Past,Joe Camp III,104,3/13/1999
Shaft,Gordon Parks,100,6/25/1971
Shallow Hal,Bobby Farrelly  Peter Farrelly,114,11/1/2001
Shame,Ingmar Bergman,103,9/29/1968
Shame,Steve McQueen,101,9/4/2011
Shane,George Stevens,118,4/23/1953
Shanghai Express,Josef von Sternberg,80,2/2/1932
Shark Tale,Bibo Bergeron  Vicky Jenson,90,9/10/2004
Shattered Glass,Billy Ray,94,8/10/2003
Shaun of the Dead,Edgar Wright,99,3/29/2004
She Done Him Wrong,Lowell Sherman,66,1/27/1933
She's Gotta Have It,Spike Lee,84,1986-05
She's on Duty,Kwang-chun Park,111,3/17/2005
Sherlock Jr.,Buster Keaton,45,4/21/1924
Sherman's March,Ross McElwee,157,11/13/1985
Shine,Scott Hicks,105,1/21/1996
Shoah,Claude Lanzmann,566,1985-04
Shock Corridor,Samuel Fuller,101,9/11/1963
Shoot the Piano Player,FranÃ§ois Truffaut,92,10/21/1960
Short Circuit,John Badham,98,5/9/1986
Short Circuit 2,Kenneth Johnson,110,7/6/1988
Short Cuts,Robert Altman,187,9/5/1993
Show Me Love,Lukas Moodysson,89,
Showtime,Tom Dey,95,3/11/2002
Shrek,Andrew Adamson  Vicky Jenson,90,4/22/2001
Shrek 2,Andrew Adamson  Kelly Asbury,93,5/15/2004
Side By Side,Christopher Kenneally,99,
Side Effects,Steven Soderbergh,106,2/8/2013
Sideways,Alexander Payne,126,9/13/2004
Siegfried,Fritz Lang,143,
Signs,M. Night Shyamalan,106,7/29/2002
Silk,FranÃ§ois Girard,107,9/11/2007
Silver Linings Playbook,David O. Russell,122,9/8/2012
Silver Lode,Allan Dwan,81,6/24/1954
Simon Birch,Mark Steven Johnson,114,9/11/1998
Sin Nombre,Cary JÃ´ji Fukunaga,96,1/18/2009
Sinbad: Legend of the Seven Seas,Patrick Gilmore  Tim Johnson,86,7/2/2003
Singin' in the Rain,Stanley Donen  Gene Kelly,103,3/27/1952
Sioux City,Lou Diamond Phillips,102,1994-04
Six Degrees of Separation,Fred Schepisi,112,12/8/1993
Sky Captain and the World of Tomorrow,Kerry Conran,106,9/14/2004
Sky Fighters,Gerard Pires,102,
Skyfall,Sam Mendes,143,10/23/2012
SlÃ¥ fÃ¸rst  Frede!,Erik Balling,100,12/21/1965
Slacker,Richard Linklater,97,3/22/1991
Slaying the Dragon,Deborah Gee,58,1988
Sleep Dealer,Alex Rivera,90,1/19/2008
Sleeper,Woody Allen,89,12/17/1973
Sleeping Dogs,Roger Donaldson,107,
Sleepwalk with Me,Mike Birbiglia  Seth Barrish,81,1/23/2012
Sleuth,Joseph L. Mankiewicz,138,12/10/1972
Sling Blade,Billy Bob Thornton,135,8/30/1996
Slipstream,Anthony Hopkins,96,5/29/2007
Slumdog Millionaire,Danny Boyle  Loveleen Tandan,120,8/30/2008
Slums of Beverly Hills,Tamara Jenkins,91,35936
Small Soldiers,Joe Dante,108,7/10/1998
Smart People,Noam Murro,95,1/20/2008
Smiles of a Summer Night,Ingmar Bergman,108,12/26/1955
Smoke,Wayne Wang,112,2/10/1995
Snakes on a Plane,David R. Ellis,105,8/17/2006
Snatch.,Guy Ritchie,104,8/23/2000
Sneakers,Phil Alden Robinson,126,9/9/1992
Snow Falling on Cedars,Scott Hicks,127,9/12/1999
Snow White and the Seven Dwarfs,William Cottrell  David Hand,83,12/21/1937
Social Life of Small Urban Spaces,William H. Whyte,58,1988
Solaris,Andrei Tarkovsky,167,3/20/1972
Soldier of Orange,Paul Verhoeven,152,9/22/1977
Some Came Running,Vincente Minnelli,137,
Some Like It Hot,Billy Wilder,120,3/29/1959
Somersault,Cate Shortland,106,5/17/2004
Something's Gotta Give,Nancy Meyers,128,12/12/2003
Somewhere,Sofia Coppola,97,
Song at Midnight,Weibang Ma-Xu,113,1937
Song of Love,Clarence Brown,119,10/9/1947
Songcatcher,Maggie Greenwald,109,1/25/2000
Sons of the Desert,William A. Seiter,68,12/29/1933
Sophie's Choice,Alan J. Pakula,150,12/8/1982
Sorority Row,Stewart Hendler,101,9/9/2009
Soul Power,Jeffrey Levy-Hinte,92,9/4/2008
Sound and Fury,Josh Aronson,80,2000-01
Sound City,David Grohl,108,1/18/2013
South of Heaven  West of Hell,Dwight Yoakam,104,1/28/2000
Space Cowboys,Clint Eastwood,130,8/1/2000
Spaceballs,Mel Brooks,96,6/24/1987
Spanglish,James L. Brooks,131,12/17/2004
Spartacus,Stanley Kubrick,197,10/6/1960
Spartan,David Mamet,106,1/31/2004
Spellbound,Alfred Hitchcock,111,10/31/1945
Spider-Man,Sam Raimi,121,4/30/2002
Spider-Man 2,Sam Raimi,127,6/25/2004
Spirited Away,Hayao Miyazaki,125,7/20/2001
Spirits of the Dead,Federico Fellini  Louis Malle,121,5/17/1968
Splendor in the Grass,Elia Kazan,124,10/10/1961
Spring in a Small Town,Mu Fei,93,1948
Spring  Summer  Fall  Winter... and Spring,Ki-duk Kim,103,8/14/2003
Spy Game,Tony Scott,126,11/19/2001
Spy Kids,Robert Rodriguez,88,3/18/2001
St. Louis Blues,Allen Reisner,105,4/7/1958
Stage Beauty,Richard Eyre,106,5/8/2004
Stagecoach,John Ford,96,2/15/1939
Stairway to Heaven,Michael Powell  Emeric Pressburger,104,11/1/1946
Stalker,Andrei Tarkovsky,163,1979-05
Stand and Deliver,Ramón Menéndez,103,2/13/1988
Stand by Me,Rob Reiner,89,8/8/1986
Standing on the Shoulders of Kubrick: The Legacy of 2001,Gary Leva,21,10/23/2007
Star Trek,J.J. Abrams,127,4/6/2009
Star Trek Into Darkness,J.J. Abrams,132,5/2/2013
Star Wars,George Lucas,121,5/25/1977
Star Wars: Episode I - The Phantom Menace,George Lucas,136,5/19/1999
Star Wars: Episode II - Attack of the Clones,George Lucas,142,5/16/2002
Star Wars: Episode III - Revenge of the Sith,George Lucas,140,5/15/2005
Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,124,5/17/1980
Star Wars: Episode VI - Return of the Jedi,Richard Marquand,134,5/25/1983
Starchaser: The Legend of Orin,Steven Hahn,107,10/11/1985
Starcrash,Lewis Coates,92,12/21/1978
Stargate,Roland Emmerich,121,10/28/1994
Stay Alive,William Brent Bell,85,3/24/2006
Steamboat Bill  Jr.,Chas. F. Reisner,70,5/12/1928
Steel Magnolias,Herbert Ross,117,11/5/1989
Stella Dallas,King Vidor,106,8/5/1937
Step Into Liquid,Dana Brown,87,8/5/2003
Still Bill,Damani Baker  Alex Vlack,78,10/15/2009
Sting ...All This Time,Jim Gable,,2001
Stolen Life,Shaohong Li,90,
Stop Making Sense,Jonathan Demme,88,10/18/1984
Stories We Tell,Sarah Polley,108,8/29/2012
Storm Over Asia,Vsevolod Pudovkin,127,11/10/1928
Story of Women,Claude Chabrol,108,9/2/1988
Stranger Than Fiction,Marc Forster,113,9/9/2006
Stranger Than Paradise,Jim Jarmusch,89,1984-05
Strangers on a Train,Alfred Hitchcock,101,6/30/1951
Straw Dogs,Sam Peckinpah,118,11/3/1971
Stricken,Reinout Oerlemans,105,11/26/2009
Strictly Ballroom,Baz Luhrmann,94,1992-05
Strictly Sexual,Joel Viertel,100,6/6/2008
Strike,Sergei M. Eisenstein,82,4/28/1925
Stripes,Ivan Reitman,126,
Stroszek,Werner Herzog,115,1/12/1977
Stuart Little 2,Rob Minkoff,77,7/14/2002
Stuck on You,Bobby Farrelly  Peter Farrelly,118,12/10/2003
Sucker Punch,Zack Snyder,110,3/21/2011
Sugar Cane Alley,Euzhan Palcy,103,
Sullivan's Travels,Preston Sturges,90,12/5/1941
Summer Hours,Olivier Assayas,103,3/5/2008
Summer Snow,Ann Hui,101,
Summer with Monika,Ingmar Bergman,96,
Sunrise,F.W. Murnau,94,9/23/1927
Sunset Blvd.,Billy Wilder,110,8/10/1950
Sunshine,Danny Boyle,107,3/23/2007
Sunshine Cleaning,Christine Jeffs,91,1/18/2008
Super 8,J.J. Abrams,112,6/9/2011
Super Fly,Gordon Parks Jr.,93,8/4/1972
Super Size Me,Morgan Spurlock,100,1/17/2004
Superman Returns,Bryan Singer,154,6/21/2006
Surfer  Dude,S.R. Bindler,85,9/5/2008
Surviving the Game,Ernest Dickerson,96,4/15/1994
Suspiria,Dario Argento,98,2/1/1977
Sweet Home Alabama,Andy Tennant,108,9/20/2002
Sweet Smell of Success,Alexander Mackendrick,96,6/27/1957
Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,97,4/23/1971
Sweetie,Jane Campion,97,
Swept Away,Lina Wertmüller,116,
Swept Away,Guy Ritchie,89,10/8/2002
Swimfan,John Polson,85,8/19/2002
Swimming Pool,FranÃ§ois Ozon,102,5/18/2003
Swing Time,George Stevens,103,8/27/1936
Sylvester,Tim Hunter,104,3/15/1985
Syriana,Stephen Gaghan,128,11/23/2005
Tabloid,Errol Morris,87,9/3/2010
Tabu: A Story of the South Seas,F.W. Murnau,82,3/18/1931
Taking Woodstock,Ang Lee,120,5/16/2009
Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,108,7/26/2006
Tampopo,JÃ»zÃ´ Itami,114,11/23/1985
Tango & Cash,Andrei Konchalovsky,104,12/22/1989
Targets,Peter Bogdanovich,90,8/13/1968
Taste of Cherry,Abbas Kiarostami,95,1997-05
Taxi Driver,Martin Scorsese,113,2/8/1976
Team America: World Police,Trey Parker,98,10/11/2004
Teen Wolf,Rod Daniel,91,8/23/1985
Tekkonkinkreet,Maikeru Ariasu,103,10/21/2006
Tell No One,Guillaume Canet,131,11/1/2006
Terminator 2: Judgment Day,James Cameron,137,7/1/1991
Terminator 3: Rise of the Machines,Jonathan Mostow,109,6/30/2003
Terminator Salvation,McG,115,5/14/2009
Terms of Endearment,James L. Brooks,132,11/20/1983
Tess,Roman Polanski,186,10/25/1979
Thank You for Smoking,Jason Reitman,92,9/9/2005
That Darn Cat!,Robert Stevenson,112,12/2/1965
That Day,Raoul Ruiz,105,5/15/2003
That Obscure Object of Desire,Luis Buñuel,102,
The 1 000 Eyes of Dr. Mabuse (Diabolical Dr. Mabuse),Fritz Lang,103,
The 13th Warrior,John McTiernan,102,6/25/1999
The 36th Chamber of Shaolin,Chia-Liang Liu,115,2/2/1978
The 39 Steps,Alfred Hitchcock,86,1935-06
The 400 Blows,FranÃ§ois Truffaut,99,5/4/1959
The A-Team,Joe Carnahan,117,6/3/2010
The AbsentMinded Professor,Robert Stevenson,92,3/16/1961
The Abyss,James Cameron,139,8/9/1989
The Adventures of Mark Twain,Will Vinton,86,3/1/1985
The Adventures of Milo and Otis,Masanori Hata,90,5/12/1986
The Adventures of Prince Achmed,Lotte Reiniger,66,
The Adventures of Priscilla  Queen of the Desert,Stephan Elliott,104,1/30/1994
The Adventures of Robin Hood,Michael Curtiz  William Keighley,102,5/14/1938
The Affair of the Necklace,Charles Shyer,118,11/20/2001
The African Queen,John Huston,105,12/23/1951
The Age of Stupid,Franny Armstrong,92,3/14/2009
The Agony and the Ecstasy,Carol Reed,138,9/16/1965
The Alamo,John Lee Hancock,137,3/27/2004
The Amateurs,Michael Traeger,96,2/6/2005
The Amazing Spider-Man,Marc Webb,136,6/13/2012
The American Friend,Wim Wenders,125,6/24/1977
The Animatrix,Peter Chung  Andrew R. Jones,102,4/17/2003
The Apartment,Billy Wilder,125,6/15/1960
The Apostle,Robert Duvall,134,9/6/1997
The AristoCats,Wolfgang Reitherman,78,12/11/1970
The Art of Flight,Curt Morgan,80,9/8/2011
The Art of the Steal,Don Argott,101,
The Artist,Michel Hazanavicius,100,5/15/2011
The Ascent,Larisa Shepitko,111,4/2/1977
The Asphalt Jungle,John Huston,112,5/23/1950
The Asthenic Syndrome,Kira Muratova,153,9/9/1990
The Avengers,Joss Whedon,143,4/11/2012
The Aviator,Martin Scorsese,170,12/14/2004
The Awful Truth,Leo McCarey,91,10/21/1937
The Bad and the Beautiful,Vincente Minnelli,118,12/25/1952
The Bad Lieutenant: Port of Call - New Orleans,Werner Herzog,122,9/4/2009
The Baker's Wife,Marcel Pagnol,133,9/7/1938
The Ballad of Jack and Rose,Rebecca Miller,112,
The Ballad of Narayama,ShÃ´hei Imamura,130,4/29/1983
The Band Wagon,Vincente Minnelli,112,7/9/1953
The Band's Visit,Eran Kolirin,87,5/19/2007
The Bank Dick,Edward F. Cline,72,11/29/1940
The Barefoot Contessa,Joseph L. Mankiewicz,128,9/29/1954
The Basket,Rich Cowan,105,6/5/1999
The Battle of Algiers,Gillo Pontecorvo,121,9/3/1966
The Battle of San Pietro,John Huston,32,5/3/1945
The Beaches of Agnes,Agnès Varda,110,
The Believer,Henry Bean,102,1/19/2001
The Best Exotic Marigold Hotel,John Madden,124,11/30/2011
The Best Years of Our Lives,William Wyler,172,11/21/1946
The Big Chill,Lawrence Kasdan,105,9/9/1983
The Big Clock,John Farrow,95,3/18/1948
The Big Heat,Fritz Lang,90,10/14/1953
The Big Parade,King Vidor,140,11/5/1925
The Big Red One,Samuel Fuller,113,5/28/1980
The Big Sky,Howard Hawks,140,8/6/1952
The Big Sleep,Howard Hawks,114,8/23/1946
The Big Year,David Frankel,100,10/14/2011
The Bigamist,Ida Lupino,80,12/3/1953
The Bird with the Crystal Plumage,Dario Argento,98,2/19/1970
The Birds,Alfred Hitchcock,119,3/28/1963
The Birth of a Nation,D.W. Griffith,165,2/8/1915
The Bitter Tea of General Yen,Frank R. Capra,88,1/6/1933
The Bitter Tears of Petra von Kant,Rainer Werner Fassbinder,124,6/25/1972
The Black Cat,Edgar G. Ulmer,65,5/3/1934
The Blair Witch Project,Daniel Myrick  Eduardo Sanchez,81,1/25/1999
The Blind Swordsman: Zatoichi,Takeshi Kitano,116,9/2/2003
The Bling Ring,Sofia Coppola,90,41410
The Blue Angel,Josef von Sternberg,124,4/1/1930
The Blue Kite,Zhuangzhuang Tian,140,9/12/1993
The Bone Collector,Phillip Noyce,118,8/29/1999
The Boss of It All,Lars von Trier,99,9/21/2006
The Bourne Identity,Doug Liman,119,6/6/2002
The Bourne Legacy,Tony Gilroy,135,7/30/2012
The Bourne Supremacy,Paul Greengrass,108,7/15/2004
The Bourne Ultimatum,Paul Greengrass,115,
The Boxer,Jim Sheridan,113,12/31/1997
The Boy in the Striped Pajamas,Mark Herman,94,8/28/2008
The Breakfast Club,John Hughes,97,2/7/1985
The Bride of Frankenstein,James Whale,75,4/22/1935
The Bride Wore Red,Catherine Breillat,103,13796
The Bride Wore Red,Dorothy Arzner,103,
The Bridge on the River Kwai,David Lean,161,10/2/1957
The Brink's Job,William Friedkin,104,12/8/1978
The Brothers Bloom,Rian Johnson,114,9/9/2008
The Bubble,Eytan Fox,90,6/29/2006
The Burmese Harp,Kon Ichikawa,116,1/21/1956
The Butcher Boy,Neil Jordan,110,7/13/1997
The Butterfly Effect,Eric Bress  J. Mackye Gruber,113,1/22/2004
The Cabin in the Woods,Joss Whedon,95,
The Cabinet of Dr. Caligari,Robert Wiene,78,2/26/1920
The Celebration,Thomas Vinterberg,105,1998-05
The Chant of Jimmie Blacksmith,Fred Schepisi,120,6/21/1978
The Chinese Connection (Fist of Fury),Wei Lo,102,3/22/1972
The Chronicles of Narnia: The Lion  the Witch and the Wardrobe,Andrew Adamson,143,12/7/2005
The Cider House Rules,Lasse HallstrÃ¶m,126,9/7/1999
The Claim,Michael Winterbottom,120,12/29/2000
The Clan of the Cave Bear,Michael Chapman,98,1/17/1986
The Climb,John Schmidt,98,2/22/2002
The Cloud-Capped Star,Shri Ritwik Kumar Ghatak,126,1960
The Color of Pomegranates,Sergei Parajanov,79,8/29/1968
The Color Purple,Steven Spielberg,154,12/16/1985
The Company,Robert Altman,112,9/8/2003
The Conformist,Bernardo Bertolucci,111,1970-06
The Consequences of Love,Paolo Sorrentino,100,
The Constant Gardener,Fernando Meirelles,129,8/31/2005
The Conversation,Francis Ford Coppola,113,4/7/1974
The Cook  the Thief  His Wife & Her Lover,Peter Greenaway,124,9/11/1989
The Cool World,Shirley Clarke,105,1963-09
The Corporation,Mark Achbar  Jennifer Abbott,145,9/10/2003
The Count of Monte Cristo,Kevin Reynolds,131,1/23/2002
The Cove,Louie Psihoyos,92,4/25/2009
The Covenant,Renny Harlin,97,9/8/2006
The Cow,Dariush Mehrjui,105,1969
The Cranes are Flying,Mikhail Kalatozov,97,10/12/1957
The Crocodile Hunter: Collision Course,John Stainton,90,7/12/2002
The Crossing Guard,Sean Penn,111,9/10/1995
The Crow,Alex Proyas,102,5/11/1994
The Crowd,King Vidor,98,2/18/1928
The Cruise,Bennett Miller,76,9/12/1998
The Crying Game,Neil Jordan,112,
The Curious Case of Benjamin Button,David Fincher,166,12/10/2008
The Curse of the Were-Rabbit,Steve Box  Nick Park,85,9/4/2005
The Da Vinci Code,Ron Howard,149,5/17/2006
The Dam Busters,Michael Anderson,124,5/16/1955
The Darjeeling Limited,Wes Anderson,91,2007-08
The Dark Crystal,Jim Henson  Frank Oz,93,12/17/1982
The Dark Knight,Christopher Nolan,152,7/14/2008
The Dark Knight Rises,Christopher Nolan,165,7/16/2012
The Day After Trinity,Jon Else,88,1/20/1981
The Day I Became a Woman,Marziyeh Meshkini,78,9/1/2000
The Day the Earth Stood Still,Robert Wise,92,9/18/1951
The Dead,John Huston,83,9/3/1987
The Debt,John Madden,113,9/4/2010
The Decline of the American Empire,Denys Arcand,101,6/19/1986
The Deer Hunter,Michael Cimino,182,12/8/1978
The Defiant Ones,Stanley Kramer,96,1958-07
The Departed,Martin Scorsese,151,9/26/2006
The Descendants,Alexander Payne,115,9/2/2011
The Descent,Neil Marshall,99,3/11/2005
The Devil and Daniel Johnston,Jeff Feuerzeig,110,2005-01
The Devils,Ken Russell,117,
The Discovery of Heaven,Jeroen KrabbÃ©,150,10/1/2001
The Discreet Charm of the Bourgeoisie,Luis Buñuel,102,9/15/1972
The Diving Bell and the Butterfly,Julian Schnabel,112,5/22/2007
The Docks of New York,Josef von Sternberg,76,9/16/1928
The Double Life of Veronique,Krzysztof Kieślowski,98,5/15/1991
The Draughtsman's Contract,Peter Greenaway,108,
The Dream Team,Howard Zieff,113,4/7/1989
The Eagle,Clarence Brown,73,
The Ear,Karel Kachyna,94,1970
The Earrings of Madame de...,Max Ophüls,105,9/16/1953
The Element of Crime,Lars von Trier,104,5/14/1984
The Elephant Man,David Lynch,124,10/3/1980
The Emperor's New Groove,Mark Dindal,78,12/10/2000
The End of America,Ricki Stern  Anne Sundberg,71,2008-10
The Endurance,George Butler,97,9/2/2000
The Enemies of Reason,Russell Barnes,90,8/13/2007
The English Patient,Anthony Minghella,162,1996-10
The Evil Dead,Sam Raimi,85,10/15/1981
The Exiles,Kent MacKenzie,72,
The Exorcist,William Friedkin,122,6/19/1973
The Expendables,Sylvester Stallone,103,8/3/2010
The Exterminating Angel,Luis Buñuel,95,
The F Word,Michael Dowse,102,9/7/2013
The Faculty,Robert Rodriguez,104,11/12/1998
The Faithful Heart,Jean Epstein,87,11/23/1923
The Falcon and the Snowman,John Schlesinger,131,1/25/1985
The Fall,Tarsem Singh,117,9/9/2006
The Fifth Element,Luc Besson,126,5/7/1997
The Fighter,David O. Russell,116,12/10/2010
The Fighting Temptations,Jonathan Lynn,123,9/17/2003
The Final Countdown,Don Taylor,103,7/9/1980
The Firemen's Ball,Milos Forman,71,12/15/1967
The Fly,David Cronenberg,96,8/15/1986
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Errol Morris,95,5/21/2003
The Forbidden Kingdom,Rob Minkoff,104,4/4/2008
The Fountain,Darren Aronofsky,96,9/4/2006
The Fourth Kind,Olatunde Osunsanmi,98,10/24/2009
The Fourth Man,Paul Verhoeven,102,3/24/1983
The French Connection,William Friedkin,104,10/7/1971
The Fugitive,Andrew Davis,130,8/6/1993
The Future,Miranda July,91,1/21/2011
The Game,David Fincher,129,9/12/1997
The Game of Death,Robert Clouse,85,3/23/1978
The Garden of the Finzi-Continis,Vittorio De Sica,94,12/2/1970
The Gathering,Danny R. Carrales,58,1998
The General,Clyde Bruckman  Buster Keaton,107,12/31/1926
The Ghost and Mrs. Muir,Joseph L. Mankiewicz,104,1947-05
The Ghost and the Darkness,Stephen Hopkins,109,10/11/1996
The Ghost Writer,Roman Polanski,128,2/12/2010
The Girl Next Door,Luke Greenfield,108,2/18/2004
