Death to Smoochy,Danny DeVito,109,2/28/2002
Deep Blue,Andy Byatt  Alastair Fothergill,83,9/20/2003
Deep End,Jerzy Skolimowski,92,9/1/1970
Deewaar,Yash Chopra,174,1975
Defiance,Edward Zwick,137,12/31/2008
Definitely  Maybe,Adam Brooks,112,1/24/2008
Delicatessen,Marc Caro  Jean-Pierre Jeunet,99,4/17/1991
Delirious,Tom DiCillo,107,9/26/2006
Deliverance,John Boorman,110,7/30/1972
Demetri Martin. Person.,Jay Karas,,1/14/2007
Demolition Man,Marco Brambilla,115,10/7/1993
Dersu Uzala,Akira Kurosawa,144,1975-07
Deseret,James Benning,82,1995
Desk Set,Walter Lang,103,5/1/1957
Desperately Seeking Susan,Susan Seidelman,104,
Despicable Me,Pierre Coffin  Chris Renaud,95,6/20/2010
Destiny (The Weary Death  or Behind the Wall),Fritz Lang,105,
Destry Rides Again,George Marshall,94,11/30/1939
Detour,Edgar G. Ulmer,67,11/7/1945
Devdas,Sanjay Leela Bhansali,185,5/23/2002
Devil,John Erick Dowdle,80,9/16/2010
Diabolique,H.G. Clouzot,114,1/29/1955
Diary of a Country Priest,Robert Bresson,115,2/7/1951
Diary of a Mad Black Woman,Darren Grant,116,2/25/2005
Did You Hear About the Morgans?,Marc Lawrence,103,12/18/2009
Die Another Day,Lee Tamahori,133,11/18/2002
Die Hard,John McTiernan,131,7/15/1988
Die Hard: With a Vengeance,John McTiernan,131,5/15/1995
Die Reise nach Metropolis,Artem Demenok,52,2/12/2010
Dig!,Ondi Timoner,107,1/18/2004
Dilwale Dulhania Le Jayenge,Aditya Chopra,189,10/19/1995
Diner,Barry Levinson,110,3/5/1982
Dinner at Eight,George Cukor,111,8/23/1933
Dinosaur,Eric Leighton  Ralph Zondag,82,5/13/2000
Dirty Harry,Don Siegel,102,12/22/1971
Disgrace,Steve Jacobs,119,9/6/2008
Distant Voices  Still Lives,Terence Davies,85,
District 9,Neill Blomkamp,112,8/13/2009
Diva,Jean-Jacques Beineix,123,
Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,116,6/3/2002
Django Unchained,Quentin Tarantino,165,12/25/2012
Do the Right Thing,Spike Lee,120,1989-05
DOA: Dead or Alive,Cory Yuen,87,9/7/2006
Doctor Dolittle,Betty Thomas,85,6/13/1998
Doctor Glas,Mai Zetterling,83,25001
Doctor Zhivago,David Lean,197,12/22/1965
Dodgeball: A True Underdog Story,Rawson Marshall Thurber,92,6/18/2004
Dodsworth,William Wyler,101,9/23/1936
Dog Day Afternoon,Sidney Lumet,125,9/21/1975
Dogtooth,Giorgos Lanthimos,94,5/18/2009
Dogville,Lars von Trier,178,5/19/2003
Dogville Confessions,Sami Martin Saif,52,6/27/2003
Domestic Disturbance,Harold Becker,89,10/30/2001
Dominick and Eugene,Robert M. Young,111,3/18/1988
Don't Bother to Knock,Roy Baker,76,7/18/1952
Don't Look Now,Nicolas Roeg,110,12/9/1973
Don't Say a Word,Gary Fleder,113,9/24/2001
Don't Tell Mom the Babysitter's Dead,Stephen Herek,102,6/7/1991
Double Indemnity,Billy Wilder,107,4/24/1944
Double Jeopardy,Bruce Beresford,105,9/21/1999
Doubt,John Patrick Shanley,104,10/30/2008
Down by Law,Jim Jarmusch,107,1986-05
Down from the Mountain,Nick Doob  Chris Hegedus,98,2000-12
Down with Love,Peyton Reed,101,5/9/2003
Downfall,Oliver Hirschbiegel,156,9/8/2004
Dr. Akagi,ShÃ´hei Imamura,129,5/17/1998
Dr. Dolittle 2,Steve Carr,87,6/19/2001
Dr. Jekyll and Mr. Hyde,Rouben Mamoulian,98,12/31/1931
Dr. Mabuse: The Gambler,Fritz Lang,242,4/27/1922
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,95,1/29/1964
Dracula,Tod Browning,75,2/12/1931
Dracula,Francis Ford Coppola,128,11/13/1992
Drag Me to Hell,Sam Raimi,99,3/15/2009
Dragon: The Bruce Lee Story,Rob Cohen,120,5/7/1993
Dragonball: Evolution,James Wong,85,3/10/2009
Drinking Buddies,Joe Swanberg,90,
Drive,Nicolas Winding Refn,100,5/20/2011
Driven,Renny Harlin,116,3/8/2001
Drowning by Numbers,Peter Greenaway,118,9/10/1988
Drugstore Cowboy,Gus Van Sant,102,9/9/1989
Duck Soup,Leo McCarey,68,11/17/1933
Due Date,Todd Phillips,95,10/31/2010
Duets,Bruce Paltrow,112,9/9/2000
Duma,Carroll Ballard,100,4/22/2005
Dumb & Dumber,Peter Farrelly,107,12/6/1994
Dumbo,Sam Armstrong  Norman Ferguson,64,10/23/1941
Dummy,Greg Pritikin,91,2/21/2002
E! Investigates: Last Days of Michael Jackson,,,10/15/2009
E.T. the Extra-Terrestrial,Steven Spielberg,115,5/26/1982
Earth,Aleksandr Dovzhenko,75,4/8/1930
Earth,Deepa Mehta,110,
Earth Girls Are Easy,Julien Temple,100,9/9/1988
Earthlings,Shaun Monson,95,9/24/2005
Eastern Promises,David Cronenberg,100,9/8/2007
Easy,Jane Weinstock,99,9/10/2003
Easy A,Will Gluck,92,9/11/2010
Easy Rider,Dennis Hopper,95,5/8/1969
Eat Sleep Die,Catherine Breillat,104,41154
Eating Raoul,Paul Bartel,90,3/24/1982
Edward Scissorhands,Tim Burton,105,12/6/1990
El Norte,Gregory Nava,141,10/11/1983
El Topo,Alexandro Jodorowsky,125,12/18/1970
Electric Shadows,Jiang Xiao,93,
Elektra,Rob Bowman,97,1/8/2005
Elephant,Gus Van Sant,81,5/18/2003
Elf,Jon Favreau,97,10/9/2003
Elite Squad: The Enemy Within,JosÃ© Padilha,115,10/8/2010
Elizabethtown,Cameron Crowe,123,9/4/2005
Ella Enchanted,Tommy O'Haver,96,4/9/2004
Elysium,Neill Blomkamp,109,8/7/2013
Empire of the Sun,Steven Spielberg,152,12/11/1987
En la Cama,Matías Bize,85,
Encounters at the End of the World,Werner Herzog,99,9/1/2007
End of the Spear,Jim Hanon,108,12/2/2005
Enemy at the Gates,Jean-Jacques Annaud,131,2/7/2001
Enemy of the State,Tony Scott,132,11/16/1998
Enough,Michael Apted,115,5/24/2002
Enough Said,Nicole Holofcener,93,
Enter the Dragon,Robert Clouse,102,7/26/1973
Enter the Void,Gaspar Noé,161,5/22/2009
Envy,Barry Levinson,99,4/30/2004
Epic,Chris Wedge,102,5/15/2013
Epidemic,Lars von Trier,106,9/11/1987
Equilibrium,Kurt Wimmer,107,12/6/2002
Eraserhead,David Lynch,85,3/19/1977
Escape from Alcatraz,Donald Siegel,112,6/22/1979
Eternal Sunshine of the Spotless Mind,Michel Gondry,108,3/19/2004
Europa,Lars von Trier,112,5/12/1991
Europa Europa,Agnieszka Holland,112,11/14/1990
Europe '51,Roberto Rossellini,113,8/28/1952
Evan Almighty,Tom Shadyac,96,6/21/2007
Ever After: A Cinderella Story,Andy Tennant,121,7/29/1998
Everyone Stares: The Police Inside Out,Stewart Copeland,74,2006-01
Everything Is Illuminated,Liev Schreiber,106,9/3/2005
Evolution,Ivan Reitman,101,6/8/2001
Examined Life,Astra Taylor,87,9/5/2008
Existo,Coke Sams,94,6/19/1999
Exit Through the Gift Shop,Banksy,87,1/24/2010
Extremedays,Eric Hannah,93,9/28/2001
Eye of God,Tim Blake Nelson,84,10/17/1997
Eyes Without a Face,Georges Franju,88,1/11/1960
F for Fake,Orson Welles,89,1973-09
Faces,John Cassavetes,130,1968-09
Facing Ali,Pete McCormack,100,5/29/2009
Facing Windows,Ferzan Ozpetek,106,2/28/2003
Fail-Safe,Sidney Lumet,112,9/15/1964
Falling Down,Joel Schumacher,113,2/26/1993
Fame,Kevin Tancharoen,107,9/23/2009
Fanboys,Kyle Newman,90,2/6/2009
Fantasia,Walt Disney Productions,125,11/13/1940
Fantastic 4: Rise of the Silver Surfer,Tim Story,92,6/12/2007
Fantastic Four,Tim Story,106,6/29/2005
Fantastic Mr. Fox,Wes Anderson,87,10/14/2009
Fantastic Planet,RenÃ© Laloux,72,1973-05
Far from Heaven,Todd Haynes,107,9/1/2002
Farewell My Concubine,Kaige Chen,171,1/1/1993
Fargo,Joel Coen,98,3/8/1996
Fast Times at Ridgemont High,Amy Heckerling,90,8/13/1982
Faster  Pussycat! Kill! Kill!,Russ Meyer,83,8/6/1965
Fat City,John Huston,100,7/26/1972
Fat Man and Little Boy,Roland JoffÃ©,127,10/20/1989
Fat  Sick & Nearly Dead,Joe Cross  Kurt Engfehr,97,4/16/2010
Fatal Attraction,Adrian Lyne,119,9/11/1987
Fear and Loathing in Las Vegas,Terry Gilliam,118,5/15/1998
Fellini Satyricon,Federico Fellini,128,9/3/1969
Felon,Ric Roman Waugh,104,7/13/2008
Femme Fatale,Brian De Palma,114,4/30/2002
Ferris Bueller's Day Off,John Hughes,103,6/11/1986
Fiddler on the Roof,Norman Jewison,181,10/21/1971
Field of Dreams,Phil Alden Robinson,107,
Fight Club,David Fincher,139,9/10/1999
Filly Brown,Youssef Delara  Michael D. Olmos,80,1/20/2012
Finding Forrester,Gus Van Sant,136,12/22/2000
Finding Nemo,Andrew Stanton  Lee Unkrich,100,5/30/2003
Finding Neverland,Marc Forster,106,9/4/2004
Finishing the Game: The Search for a New Bruce Lee,Justin Lin,84,1/21/2007
Fire,Deepa Mehta,108,
Fires Were Started,Humphrey Jennings,63,4/12/1943
Firewall,Richard Loncraine,105,2/2/2006
Fireworks,Takeshi Kitano,103,
First Contact,Robin Anderson  Bob Connolly,58,1982-10
Fish Out of Water,Ky Dickens,60,7/18/2009
Fish Tank,Andrea Arnold,123,
Fist of Legend,Gordon Chan,103,12/22/1994
Fists of Fury (The Big Boss),Wei Lo,100,10/3/1971
Fitzcarraldo,Werner Herzog,158,3/4/1982
Five Deadly Venoms,Cheh Chang,97,8/12/1978
Five Easy Pieces,Bob Rafelson,98,9/11/1970
Flaming Creatures,Jack Smith,45,4/29/1963
Flight,Robert Zemeckis,138,10/14/2012
Flight of the Navigator,Randal Kleiser,90,7/30/1986
Flightplan,Robert Schwentke,98,9/22/2005
Fling,John Stewart Muller,98,10/18/2008
Floating Weeds,YasujirÃ´ Ozu,119,11/17/1959
Fog City Mavericks: ,Sofia Coppola (interview),119,
Following,Christopher Nolan,69,9/12/1998
Following Sean,Ralph Arlyck,87,11/9/2005
Food  Inc.,Robert Kenner,94,9/7/2008
Foolish Wives,Erich Von Stroheim,384,1/11/1922
Footlight Parade,Lloyd Bacon,104,9/30/1933
For the Bible Tells Me So,Daniel Karslake,95,1/21/2007
Forbidden Games,RenÃ© ClÃ©ment,86,5/9/1952
Forbidden Planet,Fred McLeod Wilcox,98,3/15/1956
Force of Evil,Abraham Polonsky,78,12/25/1948
Foreign Letters,Ela Their,99,
Forks Over Knives,Lee Fulkerson,90,5/6/2011
Forrest Gump,Robert Zemeckis,142,6/23/1994
Four Weddings and a Funeral,Mike Newell,117,3/9/1994
Fox and His Friends,Rainer Werner Fassbinder,123,1975-05
Fracture,Gregory Hoblit,113,4/11/2007
Frances Ha,Noah Baumbach,86,9/1/2012
Frankenstein,James Whale,70,11/21/1931
Frantic,Roman Polanski,120,2/16/1988
Freaks,Tod Browning,64,2/20/1932
Freaky Friday,Mark Waters,97,8/4/2003
Free Angela and All Political Prisoners,Shola Lynch,102,9/9/2012
French Kiss,Lawrence Kasdan,111,5/5/1995
Frenzy,Alfred Hitchcock,116,5/25/1972
Frida,Julie Taymor,123,8/29/2002
Friday Night,Claire Denis,90,
Friday the 13th,Marcus Nispel,97,2/9/2009
Fried Green Tomatoes,Jon Avnet,137,
Friends of God: A Road Trip with Alexandra Pelosi,Alexandra Pelosi,,1/25/2007
Friends with Money,Nicole Holofcener,88,38736
From Here to Eternity,Fred Zinnemann,118,8/5/1953
Frozen River,Courtney Hunt,97,1/18/2008
Fruitvale Station,Ryan Coogler,85,1/19/2013
Full Frontal,Steven Soderbergh,101,8/2/2002
Full Metal Jacket,Stanley Kubrick,116,6/17/1987
Funny Games,Michael Haneke,108,5/14/1997
Funny People,Judd Apatow,146,7/20/2009
Fury,Fritz Lang,92,
G.I. Jane,Ridley Scott,125,8/22/1997
Gabbeh,Mohsen Makhmalbaf,75,6/26/1996
Galaxy Quest,Dean Parisot,102,12/23/1999
Gallipoli,Peter Weir,110,8/13/1981
Gandhi,Richard Attenborough,191,11/30/1982
Gangs of New York,Martin Scorsese,167,12/9/2002
Garden State,Zach Braff,102,1/16/2004
Garfield,Pete Hewitt,80,6/6/2004
Gaslight,George Cukor,114,5/4/1944
Gate of Hell,Teinosuke Kinugasa,86,10/31/1953
Gattaca,Andrew Niccol,106,9/7/1997
Generation RX,Kevin P. Miller,81,11/11/2008
Genghis Blues,Roko Belic,88,1999-01
Gentlemen Broncos,Jared Hess,89,9/24/2009
Gentlemen Prefer Blondes,Howard Hawks,91,7/1/1953
George Washington,David Gordon Green,89,2000-02
Gertrud,Carl Theodor Dreyer,119,12/19/1964
Get Carter,Mike Hodges,112,2/3/1971
Get Carter,Stephen Kay,102,9/25/2000
Get Him to the Greek,Nicholas Stoller,109,6/3/2010
Ghost Ship,Steve Beck,91,10/22/2002
Ghost Town,David Koepp,102,9/5/2008
Ghost World,Terry Zwigoff,111,6/16/2001
Ghostbusters,Ivan Reitman,105,6/7/1984
Ghosts of the Abyss,James Cameron,59,3/31/2003
Giant,George Stevens,201,10/10/1956
Gigi,Vincente Minnelli,115,5/15/1958
Gilda,Charles Vidor,110,2/14/1946
Gimme Shelter,Albert Maysles  David Maysles,91,12/6/1970
Girl with a Pearl Earring,Peter Webber,100,8/31/2003
Girlfight,Karyn Kusama,110,1/22/2000
Giv'a 24 Eina Ona,Thorold Dickinson,101,11/2/1955
Gladiator,Ridley Scott,155,5/1/2000
Glas,Bert Haanstra,11,1958
Gleaming the Cube,Graeme Clifford,100,1/13/1989
Glengarry Glen Ross,James Foley,100,9/16/1992
Glory,Edward Zwick,122,12/15/1989
Gnomeo & Juliet,Kelly Asbury,84,1/23/2011
Go Grandriders,Tian-Hao Hua,80,10/3/2012
Go Man Go,James Wong Howe,82,1/27/1954
God Grew Tired of Us,Christopher Quinn  Tommy Walker,89,9/4/2006
Gods and Generals,Ronald F. Maxwell,219,2/10/2003
Godsend,Nick Hamm,102,4/30/2004
Gold Diggers of 1933,Mervyn LeRoy,97,5/27/1933
Goldfinger,Guy Hamilton,110,9/17/1964
Gomorrah,Matteo Garrone,137,5/16/2008
Gone Baby Gone,Ben Affleck,114,9/5/2007
Gone with the Wind,Victor Fleming,238,12/15/1939
Good Bye Lenin!,Wolfgang Becker,121,2/9/2003
Good Hair,Jeff Stilson,96,1/18/2009
Good Morning  Vietnam,Barry Levinson,121,12/23/1987
Good Night  and Good Luck.,George Clooney,93,9/1/2005
Good Will Hunting,Gus Van Sant,126,12/2/1997
Goodbye Solo,Ramin Bahrani,91,8/31/2008
Goodfellas,Martin Scorsese,146,9/12/1990
Gorillas in the Mist,Michael Apted,129,9/23/1988
Gosford Park,Robert Altman,137,11/7/2001
Gothika,Mathieu Kassovitz,98,11/13/2003
Goya's Ghosts,Milos Forman,113,11/8/2006
Gran Torino,Clint Eastwood,116,12/9/2008
Grandma's Boy,Nicholaus Goossen,94,1/6/2006
Grave of the Fireflies,Isao Takahata,89,4/16/1988
Gravity,Alfonso Cuarón,90,10/4/2013
Grease,Randal Kleiser,110,6/13/1978
Great Expectations,David Lean,118,12/26/1946
Greed,Erich von Stroheim,140,12/4/1924
Green Day: Awesome as F**k,Bill Berg-Hillinger and Chris Dugan,80,
Green Lantern,Martin Campbell,114,6/14/2011
Green Zone,Paul Greengrass,115,2/26/2010
Gremlins,Joe Dante,106,6/8/1984
Groundhog Day,Harold Ramis,101,2/12/1993
Guelwaar,Ousmane Sembene,115,9/2/1992
Gulliver's Travels,Dave Fleischer,76,
Gun Crazy,Joseph H. Lewis,86,1/20/1950
Gunfight at the O.K. Corral,John Sturges,122,5/29/1957
Gunga Din,George Stevens,117,1/24/1939
Guys and Dolls,Joseph L. Mankiewicz,150,11/3/1955
HÃ´tel Terminus,Marcel OphÃ¼ls,267,10/6/1988
Hackers,Iain Softley,107,9/15/1995
Half Baked,Tamra Davis,82,
Half Nelson,Ryan Fleck,106,1/23/2006
Halloween,John Carpenter,91,10/25/1978
Hamlet,Kenneth Branagh,242,12/25/1996
Hanna,Joe Wright,111,4/7/2011
Hanna's War,Menahem Golan,148,11/3/1988
Hannah and Her Sisters,Woody Allen,103,2/7/1986
Hannibal,Ridley Scott,131,2/9/2001
Hannibal Rising,Peter Webber,121,2/7/2007
Happiness,Todd Solondz,134,5/15/1998
Happy Feet,George Miller  Warren Coleman,108,11/16/2006
Happy Gilmore,Dennis Dugan,92,2/16/1996
Happy Together,Kar Wai Wong,96,4/29/1997
Harold & Kumar Go to White Castle,Danny Leiner,88,5/20/2004
Harold and Maude,Hal Ashby,91,12/20/1971
Harry Potter and the Chamber of Secrets,Chris Columbus,161,11/3/2002
Harry Potter and the Goblet of Fire,Mike Newell,157,11/6/2005
Harry Potter and the Half-Blood Prince,David Yates,153,7/6/2009
Harry Potter and the Order of the Phoenix,David Yates,138,6/28/2007
Harry Potter and the Prisoner of Azkaban,Alfonso CuarÃ³n,142,5/31/2004
Harry Potter and the Sorcerer's Stone,Chris Columbus,152,11/4/2001
Häxan: Witchcraft Through the Ages,Benjamin Christensen,87,9/18/1922
Haywire,Steven Soderbergh,93,11/7/2011
He Was a Quiet Man,Frank A. Cappello,95,3/11/2007
He's Just Not That Into You,Ken Kwapis,129,2/5/2009
Head-On,Fatih Akin,121,2/12/2004
Heartbeats,Xavier Dolan,101,5/16/2010
Heartbreakers,David Mirkin,123,3/23/2001
Hearts and Minds,Peter Davis,112,1974
Hearts in Atlantis,Scott Hicks,101,9/7/2001
Hearts of Darkness: A Filmmaker's Apocalypse,Fax Bahr  George Hickenlooper,96,1991-05
Heat,Michael Mann,170,12/15/1995
Heaven,Tom Tykwer,97,2/6/2002
Heaven and Earth,Haruki Kadokawa,125,11/24/1990
Heaven and Earth Magic,Harry Smith,66,1962
Heaven on Earth,Deepa Mehta,106,
Heavenly Creatures,Peter Jackson,99,9/2/1994
Heavy Metal,Gerald Potterton,86,7/29/1981
Heist,David Mamet,109,9/10/2001
Hell and Back Again,Danfung Dennis,88,2011-01
Hell on Wheels,Bob Ray,89,2007-03
Hellboy,Guillermo del Toro,122,3/30/2004
Henry V,Laurence Olivier,137,1944-11
Henry: Portrait of a Serial Killer,John McNaughton,83,9/24/1986
Herbie Fully Loaded,Angela Robinson,101,38522
Hereafter,Clint Eastwood,129,9/12/2010
Hero,Yimou Zhang,99,10/24/2002
Hesher,Spencer Susser,106,1/22/2010
Hidalgo,Joe Johnston,136,2/17/2004
High Art,Lisa Cholodenko,101,
High Crimes,Carl Franklin,115,4/3/2002
High Noon,Fred Zinnemann,85,7/7/1952
High Plains Drifter,Clint Eastwood,105,4/19/1973
High School,Frederick Wiseman,75,1968-05
High Sierra,Raoul Walsh,100,1/21/1941
High Society,Charles Walters,111,7/17/1956
Hilary and Jackie,Anand Tucker,121,9/5/1998
Hiroshima Mon Amour,Alain Resnais,90,6/10/1959
His Girl Friday,Howard Hawks,92,1/11/1940
History of the Eagles Part One,Alison Ellwood,,1/19/2013
History of the World: Part 1,Mel Brooks,92,
Hitch,Andy Tennant,118,2/10/2005
Hocus Pocus,Kenny Ortega,96,
Holes,Andrew Davis,117,4/11/2003
Hollywood Ending,Woody Allen,112,5/3/2002
Hombre,Martin Ritt,111,3/21/1967
Home Alone,Chris Columbus,103,11/10/1990
Home Alone 2: Lost in New York,Chris Columbus,120,11/15/1992
Home on the Range,Will Finn  John Sanford,76,3/21/2004
Hoop Dreams,Steve James,170,1994-01
Hoosiers,David Anspaugh,114,11/14/1986
Horrible Bosses,Seth Gordon,98,7/8/2011
Horror of Dracula,Terence Fisher,82,5/8/1958
Hot Tub Time Machine,Steve Pink,101,3/26/2010
Hotel Rwanda,Terry George,121,9/11/2004
Hour of the Star,Suzana Amaral,96,
Hour of the Wolf,Ingmar Bergman,90,2/19/1968
House of Flying Daggers,Yimou Zhang,119,5/19/2004
Housekeeping,Bill Forsyth,116,11/25/1987
How Bruce Lee Changed the World,Steve Webb,120,5/17/2009
How Do You Know,James L. Brooks,121,12/13/2010
How Green Was My Valley,John Ford,118,10/28/1941
How the West Was Won,John Ford  Henry Hathaway,164,11/1/1962
How to Deal,Clare Kilner,101,7/18/2003
How to Lose Friends & Alienate People,Robert B. Weide,110,10/3/2008
How to Make an American Quilt,Jocelyn Moorhouse,109,10/6/1995
How to Train Your Dragon,Dean DeBlois  Chris Sanders,98,3/18/2010
Howl,Rob Epstein  Jeffrey Friedman,84,1/21/2010
Howl's Moving Castle,Hayao Miyazaki,119,
Hud,Martin Ritt,112,5/28/1963
Hugo,Martin Scorsese,126,10/10/2011
Hulk,Ang Lee,138,6/17/2003
Human Planet,,480,
Hunger,Steve McQueen,96,5/15/2008
Hunter Prey,Sandy Collora,88,5/1/2010
Hustle & Flow,Craig Brewer,116,2005-01
Hyderabad Blues,Nagesh Kukunoor,,1998
Hysteria,Tanya Wexler,100,9/15/2011
I Am a Fugitive from a Chain Gang,Mervyn LeRoy,92,11/11/1932
I Am Cuba,Mijail Kalatozov,141,1964-08
I Am David,Paul Feig,90,5/15/2003
I Am Legend,Francis Lawrence,101,12/5/2007
I Am Love,Luca Guadagnino,120,9/5/2009
I Am Sam,Jessie Nelson,132,12/3/2001
I Can't Sleep,Claire Denis,110,
I Do,Eric Lartigau,90,11/1/2006
I Even Met Happy Gypsies,Aleksandar Petrovic,94,3/27/1967
I Killed My Mother,Xavier Dolan,96,
I Love You Phillip Morris,Glenn Ficarra  John Requa,98,1/18/2009
I Love You  Man,John Hamburg,105,3/20/2009
I Really Hate My Job,Oliver Parker,90,6/2/2007
I Spy,Betty Thomas,97,10/23/2002
I Think I Love My Wife,Chris Rock,94,3/7/2007
I Walked with a Zombie,Jacques Tourneur,69,4/21/1943
I Was Born  But...,YasujirÃ´ Ozu,100,6/3/1932
I Will Follow,Ava DuVernay,80,
I Wish I Knew,Zhangke Jai,125,
I  Robot,Alex Proyas,115,7/15/2004
I'm Not There.,Todd Haynes,135,9/3/2007
Ice Age,Chris Wedge  Carlos Saldanha,81,3/12/2002
Ichi,Fumihiko Sori,120,10/25/2008
Identity,James Mangold,90,4/25/2003
Idiocracy,Mike Judge,84,9/1/2006
If These Walls Could Talk,Cher and Nancy Savoca,97,
If....,Lindsay Anderson,111,12/19/1968
Ikiru,Akira Kurosawa,143,10/9/1952
Image Before My Eyes,Joshua Waletzky,90,3/19/1981
Immediate Boarding,Catherine Breillat,89,37980
Immortal Beloved,Bernard Rose,121,12/16/1994
In a Better World,Susanne Bier,119,8/26/2010
In a Lonely Place,Nicholas Ray,94,5/17/1950
In a World,Lake Bell,93,
In Darkness,Agnieszka Holland,145,
In Good Company,Paul Weitz,109,12/6/2004
In Her Shoes,Curtis Hanson,130,9/14/2005
In Praise of Love,Jean-Luc Godard,97,5/15/2001
In the Bedroom,Todd Field,130,1/19/2001
In the Family,Patrick Wang,169,
In the Heat of the Night,Norman Jewison,109,8/2/1967
In the Mood for Love,Kar Wai Wong,98,5/20/2000
In the Name of the Father,Jim Sheridan,133,12/12/1993
In the Realm of the Senses,Nagisa Ã”shima,109,5/15/1976
In the Year of the Pig,Emile de Antonio,103,10/25/1968
In This World,Michael Winterbottom,88,11/17/2002
In Time,Andrew Niccol,109,10/26/2011
Incendies,Denis Villeneuve,139,9/4/2010
Inception,Christopher Nolan,148,7/8/2010
Incredible Human Machine,Arthur F. Binkowski  Chad Cohen,120,10/21/2007
Independence Day,Roland Emmerich,145,6/25/1996
India Song,Marguerite Duras,120,6/4/1975
Indiana Jones and the Last Crusade,Steven Spielberg,127,5/24/1989
Indiana Jones and the Temple of Doom,Steven Spielberg,118,5/23/1984
Indigo,Stephen Simon,89,12/5/2003
Inglourious Basterds,Quentin Tarantino,153,5/20/2009
Inherit the Wind,Stanley Kramer,128,6/25/1960
Inside Job,Charles Ferguson,105,2/2/2010
Insidious,James Wan,103,9/14/2010
Instinct,Jon Turteltaub,126,6/4/1999
Interview with the Vampire: The Vampire Chronicles,Neil Jordan,123,11/11/1994
Into the Wild,Sean Penn,148,9/1/2007
Intolerable Cruelty,Joel Coen,100,9/2/2003
Intolerance: Love's Struggle Throughout the Ages,D.W. Griffith,163,8/5/1916
Invasion of the Body Snatchers,Don Siegel,80,2/5/1956
Invasion of the Body Snatchers,Philip Kaufman,115,12/20/1978
Invictus,Clint Eastwood,134,12/3/2009
Invisible Mountains,Rich Power Hoffmann,96,4/8/2004
Iron Man,Jon Favreau,126,4/14/2008
Iron Man 2,Jon Favreau,124,4/26/2010
Irreversible,Gaspar NoÃ©,97,5/22/2002
It Happened One Night,Frank Capra,105,2/22/1934
It Might Get Loud,Davis Guggenheim,98,9/5/2008
It Runs in the Family,Fred Schepisi,109,4/25/2003
It's a Gift,Norman McLeod,68,11/30/1934
It's a Wonderful Life,Frank Capra,130,12/20/1946
It's Kind of a Funny Story,Anna Boden  Ryan Fleck,101,9/26/2010
Ivan the Terrible  Part I,Sergei M. Eisenstein,103,12/30/1944
Ivory Tower,Adam Trayhor,75,
Jackass 3D,Jeff Tremaine,100,
Jackass: Number Two,Jeff Tremaine,92,
Jackass: The Movie,Jeff Tremaine,87,
Jacob the Liar,Frank Beyer,100,4/17/1975
Jacob's Ladder,Adrian Lyne,113,11/2/1990
Jacques Rivette  the Watchman,Claire Denis,125,
Jakob the Liar,Peter Kassovitz,120,9/16/1999
Jane Eyre,Franco Zeffirelli,112,1/20/1996
Jarhead,Sam Mendes,125,11/4/2005
Jason and the Argonauts,Don Chaffey,104,6/19/1963
Jaws,Steven Spielberg,124,6/20/1975
Jeanne Dielman  23 Quai du Commerce  1080 Bruxelles,Chantal Anne Akerman,201,5/14/1975
Jesus,John Krish  Peter Sykes,117,10/19/1979
Jesus' Son,Alison Maclean,107,9/5/1999
Jezebel,William Wyler,104,3/10/1938
JFK,Oliver Stone,189,12/20/1991
Joan Rivers: A Piece of Work,Ricki Stern  Annie Sundberg,84,1/25/2010
Jodorowsky's Dune,Frank Pavich,85,
John Q,Nick Cassavetes,116,2/15/2002
Johnny Cash! The Man  His World  His Music,Robert Elfstrom,94,1969-03
Johnny Guitar,Nicholas Ray,110,5/26/1954
Jonah: A VeggieTales Movie,Mike Nawrocki  Phil Vischer,82,10/4/2002
Joshua,Jon Purdy,91,4/19/2002
Journey to Italy,Roberto Rossellini,85,9/7/1954
Joyeux Noel,Christian Carion,116,5/16/2005
Jud Süß,Veit Harlan,98,9/5/1940
Judge Priest,John Ford,80,9/28/1934
Judgment,André van Heerden,105,2001
Jules and Jim,FranÃ§ois Truffaut,105,1/23/1962
Julia,Fred Zinnemann,117,10/2/1977
Julie & Julia,Nora Ephron,123,7/30/2009
Juliet of the Spirits,Federico Fellini,137,10/22/1965
Junebug,Phil Morrison,106,1/24/2005
Juno,Jason Reitman,96,9/1/2007
Jurassic Park,Steven Spielberg,127,6/9/1993
Just Like the Son,Morgan J. Freeman,86,4/29/2006
Just One of the Guys,Lisa Gottlieb,90,31163
K-PAX,Iain Softley,120,10/22/2001
Kandahar,Mohsen Makhmalbaf,85,5/11/2001
Kate & Leopold,James Mangold,118,12/25/2001
Keeping the Faith,Edward Norton,128,4/5/2000
Kes,Kenneth Loach,110,1969-11
Kick-Ass,Matthew Vaughn,117,3/12/2010
Kicking & Screaming,Jesse Dylan,95,5/1/2005
Kiki's Delivery Service,Hayao Miyazaki,103,7/29/1989
Kill Bill: Vol. 1,Quentin Tarantino,111,10/10/2003
Kill Bill: Vol. 2,Quentin Tarantino,137,4/16/2004
Kill Your Darlings,John Krokidas,104,1/18/2013
Killer Elite,Gary McKendry,116,9/10/2011
